bqp1var,0.0,0.0,-
ex4_1_1,1.943833556585271e-05,-0.0026913370919068313,0.0003593240443133286
ex4_1_2,9.351194910989236e-05,-0.5004992017031782,0.0007537638579867142
ex4_1_3,0.0015894440907175955,-0.3578810991917294,0.0008060385116930842
ex4_1_4,1.0901191042633762e-05,0.0,-
ex4_1_6,2.2251364997227796e-06,-4.831690603168681e-13,6.90241514738383e-14
ex4_1_7,0.00017327410061342973,-4.729585292118088e-05,6.306113722824117e-06
ex8_1_2,0.009606441324297577,5.536052165077895,-5.173880528110182
median,1.051324916807804e-05,-0.35943576463092697,0.07276027624107832
beale,3.315355563123746e-05,-0.507173447583335,-
box2,0.0007469756756989232,-9.02696857e-07,-
branin,0.0001366925281812333,0.00011114967837494438,-0.0002792705486807648
brownbs,2.431668411181557e-05,-946081.9215235041,-
camel1,0.0007488330612529119,0.0016038624674559188,-0.0015571480266562319
camel6,0.0006251583297222722,0.0016165159752719038,-0.0015694329857008774
chi,0.0001336658558949988,0.014328078219982388,-0.0003309024993067526
cliff,0.000719062242162405,0.00021104424100401586,-0.0010552212050200793
cube,4.3640949334541895e-05,-0.608368218453877,-
denschna,0.0,0.0,-
denschnb,2.0318657589779576e-13,0.0,-
denschnc,0.001187648022320264,-0.190374165145001,-
denschnf,6.861724428295543e-05,-2.896966246909496,-
djtl,0.0003448744211161625,-25802695155.29578,2882982.6989157298
esfl,5.670486971298267e-08,-0.22587418396537373,0.001182587350604051
ex4_1_5,1.7656814196312522e-08,0.0,-
ex8_1_1,0.276378725,-4673461399397.734,2313594752177.096
ex8_1_3,2.5001207892000005e-05,-597.0,199.0
ex8_1_4,4.564591680148469e-09,0.0,-
ex8_1_5,1.9877809229475456e-06,-0.016523786967058918,0.016042511618503803
ex8_1_6,0.000199998375,-4.634630492386134e+25,4.58874306176845e+24
expfit,0.11525694859974743,-23.758995173371147,98.58504221315827
gold,1.3469827500071889e-06,0.0,-0.0
griewank,0.0,0.0,-
hairy,0.0,0.0,-0.0
himmelbb,0.0,0.0,-
himmelbg,0.0,0.0,-
hs001,6.442549755193485e-05,-0.536180185503602,-
hs002,4.2739065170472844e-05,-0.585003975197008,-
hs003,0.10314765334926693,6025.254087821206,-
hs004,0.4652835431150453,520394482411.0992,-194904300528.50156
hs005,0.00028198011991976084,0.0032154044151730954,-0.0016834578089911494
