735,220012.49662400736
756,190961.62155764186
798,128853.58422375405
819,128703.39202934754
840,119474.1576506857
882,117918.20041347394
903,116189.41572993743
1090,114357.33104027853
1235,113556.81939725156
1256,110617.56587888027
1298,106659.9705759897
1381,106517.33407346804
1402,106517.33407346801
1692,106315.18790894811
1775,106062.86094346008
1920,106062.86094346002
2107,105780.79085548573
2128,105780.7908554857
2149,104658.3556508791
2253,104444.04837860004
2274,104444.04837859998
2419,104431.07990190428
765,606399.7663168556
788,470529.6948391539
811,332761.73635768227
834,327060.54403695255
1113,322542.4730148905
1136,307359.0249300718
1287,305186.9420630221
1310,302725.9475015275
1356,302611.99864017527
1635,293131.6741640052
1891,293129.6492996073
2042,282961.99690167286
2065,254069.1523557337
2088,252647.8652901824
2285,248640.45572630654
2308,239909.13200857723
2354,236776.92468706425
463,361810.97459672985
486,310864.8837138413
509,208178.9624162706
532,180149.89801352238
555,114472.98025386332
578,38616.678026211
601,36463.83865282641
647,31319.553242905098
670,30206.988871833633
949,28953.070558560812
1146,25546.32816562504
1169,25546.32816562504
1983,217804.43299195435
2006,141443.2933162866
2029,113137.14122624465
2116,95415.08210972848
2139,61102.5399891099
2162,54985.80929377296
2185,51885.801330324924
2208,48026.76400050958
2231,44932.282666325904
2382,41657.3257347179
161,260457.69488572882
184,214306.70808607485
207,196532.60965966206
253,186284.8620475121
276,139030.24493980323
299,79216.72360470994
450,329368.6677661014
537,192297.91015625
560,131467.78806927623
711,344599.99069557956
757,222621.7285209594
885,201047.2889834792
908,131331.83483948483
931,91664.76990827933
954,57743.92215306856
977,50600.94511963326
1128,237722.6681033764
1215,192297.91015625
1261,160000.1017830163
1348,93835.60681949664
1435,50611.263419854295
1586,436346.8540636699
1673,265329.81522461394
1696,222277.71525020775
1719,200800.14506422615
1806,192297.91015625
1852,161474.29506239525
1875,143610.06166269907
2026,270946.9638075808
2113,192297.91015625
2200,192297.91015625
2223,646160.6786617122
2246,418095.95700967865
2269,327465.03635414253
2356,192297.91015625
2484,167202.0314068964
33,0.0
56,-0.916677474329673
143,-0.955918896384537
230,-0.955918896384537
253,-0.801385501718394
404,-0.395338087250932
450,-0.833016963649037
473,-1.017014269618623
33,0.0
21,12.0
32,391492267170060.3
43,28582063545.216682
127,13.82119846860922
222,532292732798635.5
233,45330412275.32586
328,668511755834837.4
339,13052427246.955517
423,24.25511622585549
518,637331470698108.5
613,1089356466787161.6
624,89414275048.6091
708,61267451829.451584
803,469345306477362.9
846,5074334386036.422
889,17.441441300664916
984,1248326406674321.5
995,104913003707.00386
1079,2819765963.660891
1174,338469258616172.2
1258,1164101391.1522536
1353,2522147734719120.0
1437,1295623779251887.0
1480,8006088007199.35
1564,307606762173.8248
1648,44221687970.584
1732,30903903014.366497
1743,457333758.7228913
1838,222303097226852.12
1860,94435850050853.89
21,27.0
32,27.0
43,27.0
54,2125827816253712.5
65,199914924160190.75
76,35867360288032.78
87,19991490577.532955
266,12879028317.938704
277,12786221611.975998
288,3834806075.925832
299,3832454330.277514
394,1.2828218821276696e+16
405,1049989862277071.6
416,646084011733590.0
427,94494857913.43904
511,65934001427.72452
690,5444831480197710.0
701,1230597658402892.8
712,275719835417829.78
723,123059764551.27255
807,48478751028.63864
891,30449232081.11076
1070,29677346297.62499
1081,29304583788.437344
1092,27277520486.251762
1103,27277462623.917145
1114,25600211514.196285
1125,24745326499.610584
1136,22950441537.043667
1147,21992428508.581963
1158,19248789493.053417
1169,19248596697.736656
1180,16720160435.74777
1191,16720159449.934402
1202,15894538735.785393
1213,14505585151.9663
1224,13782896312.584404
1235,12609677541.682297
1246,11014856432.18635
1257,11014548519.580544
1268,9703590896.69399
1279,9703587161.461689
1290,9282910540.28143
1301,8642783961.186691
1312,8304870683.322967
1323,7790069267.010372
1334,7523183184.452445
1345,1172008497.324789
1356,1086619634.7169657
1483,37220.38213262279
1494,32692.960418970084
1662,32692.830760140936
21,42.0
32,42.0
43,42.0
54,42.0
65,42.0
76,2.103696190837303e+16
87,4198620074908431.5
98,1418519856164042.8
109,1249066420235599.0
120,80572062178554.3
163,20609205882385.652
342,5237200909721.618
353,2850974089288.961
396,1121011341346.8286
564,149196701399.97278
575,148239251200.26605
586,109459456474.63568
670,94350187472.32945
765,66059691151.5578
860,58894055870.398674
871,53944529344.80171
966,39402680141.46905
977,31279164173.997005
1072,27153936185.0987
1083,19327037968.683136
1094,19327019605.706493
1105,18541838335.169613
1116,15467672187.724684
1127,3908480487.383701
1211,3485218861.930632
1222,1846554783.9857616
1233,1750905689.3268247
1328,447226824.30307084
1423,267176829.48990884
1518,233105423.5497862
1529,233085161.18255332
1540,7312953.119297433
1551,7309227.293853472
1562,3264864.806542713
1573,1483268.3163861288
1668,1481027.5678872475
1763,1478812.623500438
1774,1478812.4692084112
1785,1478798.4063903952
1796,1478789.6915521503
1807,1478761.6618349121
1818,1.7551127359747234e+16
1829,7802368453361583.0
1840,1973309165722549.2
1851,929255730321436.5
1862,6858388095817.772
1873,197330915521.07657
1957,113587205908.55142
2041,23368874247.579597
2304,1.4717356155528218e+16
2315,1.1710781537906836e+16
2326,1741538138798855.2
2348,1712336328668780.8
2391,421425376133804.7
2402,24904902129433.76
2445,23955949329542.656
2488,21283851759399.94
21,297.0
32,297.0
43,297.0
54,297.0
65,297.0
76,297.0
87,297.0
98,297.0
109,297.0
120,297.0
131,297.0
142,297.0
153,297.0
164,297.0
175,297.0
186,297.0
197,297.0
208,297.0
219,297.0
230,297.0
241,297.0
252,297.0
263,297.0
274,297.0
285,297.0
296,297.0
307,297.0
318,297.0
329,297.0
340,297.0
351,297.0
362,297.0
373,297.0
384,297.0
395,297.0
406,297.0
417,297.0
428,297.0
439,297.0
450,1.9890987660503334e+17
461,1.8896028054868138e+17
472,1.790455105781528e+17
483,1.5975667583052118e+17
494,1.5179644851699805e+17
505,1.3090154457711648e+17
516,1.2781632971159197e+17
527,1.2508335529573067e+17
538,9.255047541946648e+16
549,7.902614381645702e+16
560,7.006857214480696e+16
571,6.8562065234712216e+16
582,6.5104526106961656e+16
593,5.307555025486748e+16
604,4.3610090294128696e+16
615,3.2697607306018684e+16
626,2.8844074114029676e+16
637,2.1103189622136868e+16
648,1.5266279815290728e+16
659,9489974036648008.0
681,8525437693528727.0
692,8193272648464797.0
714,7328008198084904.0
725,6961406064201230.0
736,6699777966984169.0
747,6315602231575894.0
853,5989757479447227.0
864,5864693782265123.0
886,5093472810284055.0
908,5075990583430044.0
919,4721601677903223.0
930,4092190046722545.0
941,3931891912619934.0
963,2205810338103645.2
985,2013151065494928.2
996,1824063383273465.8
1018,1748930982626753.8
1040,1536113529294378.8
1083,1513392810460686.2
1094,1470851086438302.2
1116,1460685888332910.0
1159,1460639933886725.2
1202,1455494556649338.5
1224,1455474684835677.2
1246,1376878133811499.0
1268,1375253837138892.2
1290,1307763360442336.2
1312,1307750310093353.5
1334,1149026985600961.5
1356,1147779301872262.0
1378,1024455021592913.4
1400,1024134710553380.6
1443,1019894726346453.2
1454,927349842096963.1
1465,623411558100220.4
1487,457905356984700.3
1509,362962829524159.9
1552,362763770134466.5
1763,226171509520226.56
1785,221475864963415.3
1953,221348627622398.4
1975,221200168302633.12
2018,220812505229068.75
2040,204712368271425.5
2083,153983460724594.97
2126,152923041269750.75
2148,148471662876997.34
2170,134753335356448.77
2213,122886819964116.58
2235,116312090300204.58
2257,79084008956442.89
2352,67490397875923.484
2458,36324712036520.85
21,57.0
32,57.0
43,57.0
54,57.0
65,57.0
76,57.0
87,57.0
98,2.286581343026568e+16
109,1.7091936078418746e+16
120,1.3468657748932124e+16
131,1631280156421604.0
153,714776066537526.2
164,480717804896457.2
175,337424857172462.8
197,156008318599275.62
219,122468377453016.22
241,6599588035139.318
284,6588488613758.1455
452,6573271461636.879
495,1409002613899.3672
538,1229490230392.7861
665,140390491912.4264
833,32746922063.981327
876,32746921897.73318
960,3163586735.8205576
1223,21071345.11484411
1234,21071345.11484411
1329,21071345.11484411
1340,21071345.11293537
1446,3.61194618621933e+16
1457,3.0551522583515104e+16
1468,5658971249735404.0
1479,2378204473742758.5
1490,1779830876579859.2
1501,1172549782765594.5
1512,1142064766169824.0
1523,839746740765542.4
1566,798652564071023.6
1588,302016031362237.2
1672,83152513846146.61
1715,55105390281136.07
1758,11259588603039.428
1842,11253650449810.588
2010,11008504558388.27
2094,10515830232569.766
2105,4974615365832.413
2189,4941227284347.554
2357,4941227284345.886
2452,3236103013882.661
21,597.0
32,597.0
43,597.0
54,597.0
65,597.0
76,597.0
87,597.0
98,597.0
109,597.0
120,597.0
131,597.0
142,597.0
153,597.0
164,597.0
175,597.0
186,597.0
197,597.0
208,597.0
219,597.0
230,597.0
241,597.0
252,597.0
263,597.0
274,597.0
285,597.0
296,597.0
307,597.0
318,597.0
329,597.0
340,597.0
351,597.0
362,597.0
373,597.0
384,597.0
395,597.0
406,597.0
417,597.0
428,597.0
439,597.0
450,597.0
461,597.0
472,597.0
483,597.0
494,597.0
505,597.0
516,597.0
527,597.0
538,597.0
549,597.0
560,597.0
571,597.0
582,597.0
593,597.0
604,597.0
615,597.0
626,597.0
637,597.0
648,597.0
659,597.0
670,597.0
681,597.0
692,597.0
703,597.0
714,597.0
725,597.0
736,597.0
747,597.0
758,597.0
769,597.0
780,597.0
791,597.0
802,597.0
813,597.0
824,597.0
835,597.0
846,597.0
857,597.0
868,597.0
879,597.0
890,4.2280225968144806e+17
901,4.1452934018114074e+17
912,4.0487963203963923e+17
923,4.021207871311374e+17
934,3.9738569863660986e+17
945,3.7623775833872794e+17
956,3.722205062767741e+17
967,3.5983316348609606e+17
978,3.470109732221739e+17
989,3.31616496818771e+17
1000,3.148598924501617e+17
1011,2.967498496160541e+17
1022,2.9552808568747315e+17
1033,2.8615671470279443e+17
1044,2.620371508946769e+17
1055,2.504657757340447e+17
1066,2.3721627630246454e+17
1077,2.2942723025060528e+17
1088,2.256346884837378e+17
1099,2.0200331957803018e+17
1110,2.0078911778158128e+17
1121,1.9565874348652694e+17
1132,1.864292812906755e+17
1143,1.7148385878010474e+17
1154,1.562585269334086e+17
1165,1.4569263935281424e+17
1176,1.416896365485251e+17
1187,1.3278233062472912e+17
1198,1.2141267455926171e+17
1209,1.2139621366239342e+17
1220,1.1220116923816176e+17
1231,1.0488080279481618e+17
1242,8.855192439293288e+16
1253,7.416306144201867e+16
1264,5.9907262814704184e+16
1275,5.14702254793783e+16
1286,4.392684767337527e+16
1297,3.800988866833061e+16
1308,2.3501267910966424e+16
1319,1.8666435652930236e+16
1362,1.8121843807973356e+16
1384,1.7905113894414606e+16
1395,1.7155706615558442e+16
1406,1.642893677169222e+16
1428,1.6195270833810202e+16
1439,1.579804836199377e+16
1450,1.5518039813487326e+16
1472,1.4748607626195762e+16
1483,1.4096934637663274e+16
1494,1.2969774375519598e+16
1505,1.1256794662278104e+16
1516,1.0256214612732962e+16
1559,1.020021752070568e+16
1581,1.0050174232030318e+16
1592,9876028993679990.0
1603,8958201992750362.0
1614,8863330434785209.0
1636,8688156809958670.0
1647,8122329285735132.0
1669,7827821876083980.0
1680,7485362223152222.0
1691,6514303572236355.0
1702,5707460006285220.0
1713,5239624038154035.0
1735,4858752594794056.0
1757,4833559959461118.0
1768,4601884928337182.0
1790,4297283824127011.5
1812,4287509896208357.0
1834,4007140972629331.0
1856,3967750320342291.5
1878,3939657541534620.5
1900,3844866883212535.0
1922,3720273562200161.5
1933,3541324419757034.5
1955,3232111260857092.5
1977,3196361965388666.5
1999,2984669496071637.0
2021,2766901709829843.0
2032,2760321992123933.0
2054,2708292639003583.5
2076,2508799859076477.5
2119,2483085799557934.0
2162,2482013636780974.5
2205,2470694169935666.5
2248,2469657808158003.0
2270,2468945779647092.5
2292,2415915310951605.5
2314,2412099018234272.0
2336,2412079801035322.5
2358,2408939070330074.0
2401,2408769975834135.0
2423,2242337012409950.8
2445,2242238981837158.2
21,72.0
32,72.0
43,72.0
54,72.0
65,72.0
76,72.0
87,72.0
98,72.0
